#	x y
  -3.0000000000    6.7152606644
  -2.9393939394    7.1815169185
  -2.8787878788    7.6061791052
  -2.8181818182    7.9904333074
  -2.7575757576    8.3354656081
  -2.6969696970    8.6424620903
  -2.6363636364    8.9126088368
  -2.5757575758    9.1470919305
  -2.5151515152    9.3470974545
  -2.4545454545    9.5138114917
  -2.3939393939    9.6484201249
  -2.3333333333    9.7521094372
  -2.2727272727    9.8260655114
  -2.2121212121    9.8714744306
  -2.1515151515    9.8895222775
  -2.0909090909    9.8813951352
  -2.0303030303    9.8482790866
  -1.9696969697    9.7913602146
  -1.9090909091    9.7118246022
  -1.8484848485    9.6108583323
  -1.7878787879    9.4896474878
  -1.7272727273    9.3493781517
  -1.6666666667    9.1912364068
  -1.6060606061    9.0164083362
  -1.5454545455    8.8260800228
  -1.4848484848    8.6214375495
  -1.4242424242    8.4036669992
  -1.3636363636    8.1739544548
  -1.3030303030    7.9334859994
  -1.2424242424    7.6834477158
  -1.1818181818    7.4250256870
  -1.1212121212    7.1594059958
  -1.0606060606    6.8877747253
  -1.0000000000    6.6113179584
  -0.9393939394    6.3312217780
  -0.8787878788    6.0486722670
  -0.8181818182    5.7648555084
  -0.7575757576    5.4809575851
  -0.6969696970    5.1981645801
  -0.6363636364    4.9176625762
  -0.5757575758    4.6406376564
  -0.5151515152    4.3682759037
  -0.4545454545    4.1017634010
  -0.3939393939    3.8422862311
  -0.3333333333    3.5910304771
  -0.2727272727    3.3491822219
  -0.2121212121    3.1179275484
  -0.1515151515    2.8984525396
  -0.0909090909    2.6919432783
  -0.0303030303    2.4995858475
   0.0303030303    2.3225663302
   0.0909090909    2.1620708093
   0.1515151515    2.0192853677
   0.2121212121    1.8953960883
   0.2727272727    1.7915890541
   0.3333333333    1.7090503481
   0.3939393939    1.6489660531
   0.4545454545    1.6125222521
   0.5151515152    1.6009050280
   0.5757575758    1.6153004637
   0.6363636364    1.6568946423
   0.6969696970    1.7268736466
   0.7575757576    1.8264235595
   0.8181818182    1.9567304640
   0.8787878788    2.1189804431
   0.9393939394    2.3143595796
   1.0000000000    2.5440539565
   1.0606060606    2.8092496567
   1.1212121212    3.1111327632
   1.1818181818    3.4508893588
   1.2424242424    3.8297055266
   1.3030303030    4.2487673495
   1.3636363636    4.7092609104
   1.4242424242    5.2123722922
   1.4848484848    5.7592875778
   1.5454545455    6.3511928503
   1.6060606061    6.9892741925
   1.6666666667    7.6747176874
   1.7272727273    8.4087094178
   1.7878787879    9.1924354668
   1.8484848485   10.0270819173
   1.9090909091   10.9138348522
   1.9696969697   11.8538803544
   2.0303030303   12.8484045068
   2.0909090909   13.8985933925
   2.1515151515   15.0056330943
   2.2121212121   16.1707096952
   2.2727272727   17.3950092781
   2.3333333333   18.6797179260
   2.3939393939   20.0260217217
   2.4545454545   21.4351067482
   2.5151515152   22.9081590885
   2.5757575758   24.4463648254
   2.6363636364   26.0509100419
   2.6969696970   27.7229808210
   2.7575757576   29.4637632456
   2.8181818182   31.2744433986
   2.8787878788   33.1562073629
   2.9393939394   35.1102412215
   3.0000000000   37.1377310574
