#	x y
  -3.0000000000    0.0006714879
  -2.9393939394    0.0008548768
  -2.8787878788    0.0010852501
  -2.8181818182    0.0013747129
  -2.7575757576    0.0017396055
  -2.6969696970    0.0022032394
  -2.6363636364    0.0028009580
  -2.5757575758    0.0035893482
  -2.5151515152    0.0046625380
  -2.4545454545    0.0061800169
  -2.3939393939    0.0084122116
  -2.3333333333    0.0118117795
  -2.2727272727    0.0171195511
  -2.2121212121    0.0255130757
  -2.1515151515    0.0388012350
  -2.0909090909    0.0596587073
  -2.0303030303    0.0918780088
  -1.9696969697    0.1405947005
  -1.9090909091    0.2124159674
  -1.8484848485    0.3153603089
  -1.7878787879    0.4585059571
  -1.7272727273    0.6512589115
  -1.6666666667    0.9021975786
  -1.6060606061    1.2175330457
  -1.5454545455    1.5993343022
  -1.4848484848    2.0437852683
  -1.4242424242    2.5398328255
  -1.3636363636    3.0686153644
  -1.3030303030    3.6040001425
  -1.2424242424    4.1143956036
  -1.1818181818    4.5657617068
  -1.1212121212    4.9254672251
  -1.0606060606    5.1664076382
  -1.0000000000    5.2706705665
  -0.9393939394    5.2320648485
  -0.8787878788    5.0570206752
  -0.8181818182    4.7636815345
  -0.7575757576    4.3793673528
  -0.6969696970    3.9369015560
  -0.6363636364    3.4704860868
  -0.5757575758    3.0118375597
  -0.5151515152    2.5871710590
  -0.4545454545    2.2153827367
  -0.3939393939    1.9075082748
  -0.3333333333    1.6672911580
  -0.2727272727    1.4925325503
  -0.2121212121    1.3768333294
  -0.1515151515    1.3113691343
  -0.0909090909    1.2864315976
  -0.0303030303    1.2925864533
   0.0303030303    1.3214094738
   0.0909090909    1.3658432026
   0.1515151515    1.4202635211
   0.2121212121    1.4803583355
   0.2727272727    1.5429105178
   0.3333333333    1.6055547450
   0.3939393939    1.6665524768
   0.4545454545    1.7246071521
   0.5151515152    1.7787256187
   0.5757575758    1.8281221163
   0.6363636364    1.8721566359
   0.6969696970    1.9102985115
   0.7575757576    1.9421070678
   0.8181818182    1.9672228964
   0.8787878788    1.9853651461
   0.9393939394    1.9963317385
   1.0000000000    2.0000005627
   1.0606060606    1.9963304865
   1.1212121212    1.9853615325
   1.1818181818    1.9672138820
   1.2424242424    1.9420855640
   1.3030303030    1.9102488086
   1.3636363636    1.8720451168
   1.4242424242    1.8278791557
   1.4848484848    1.7782116246
   1.5454545455    1.7235512629
   1.6060606061    1.6644461933
   1.6666666667    1.6014748058
   1.7272727273    1.5352363922
   1.7878787879    1.4663417423
   1.8484848485    1.3954039057
   1.9090909091    1.3230293113
   1.9696969697    1.2498094179
   2.0303030303    1.1763130505
   2.0909090909    1.1030795490
   2.1515151515    1.0306128327
   2.2121212121    0.9593764509
   2.2727272727    0.8897896657
   2.3333333333    0.8222245810
   2.3939393939    0.7570043067
   2.4545454545    0.6944021225
   2.5151515152    0.6346415826
   2.5757575758    0.5778974847
   2.6363636364    0.5242976117
   2.6969696970    0.4739251431
   2.7575757576    0.4268216258
   2.8181818182    0.3829903900
   2.8787878788    0.3424002974
   2.9393939394    0.3049897085
   3.0000000000    0.2706705665
